"SHA-1","FileName","FileSize","ProductCode","OpSystemCode","MD4","MD5","CRC32","SpecialCode"
"AC854793E172CC669C0155430FC2C76FFCB83D34","PIPELINE.IN_",399,1,"WIN","00000000000000000000000000000000","1AD154F74B3951732C34C1F96A5256A8","FF692CEE",""
"AD0EBF3F6DA08216766EE168245098810105019D","csh.dll",50176,1,"WIN","00000000000000000000000000000000","F32B2781B3FA0630A1808E23B805D70E","972C63BD",""
"AF9CB65591CD78BA08EA59E9E29C44554BACAFF9","WINTDIST.EXE",365056,1,"WIN","00000000000000000000000000000000","3783528299FA66F12926F2C5F3B0C169","4C7DD93A",""
"B0CEA57D380633143A4B601900A414E82F0F3BB3","MSVCRT.DL$",132898,1,"WIN","00000000000000000000000000000000","B626EC1C2BDCB3C523D3616819E76580","7C47DCCC",""
"B0CEA57D380633143A4B601900A414E82F0F3BB3","msvcrt.dll",132898,1,"WIN","00000000000000000000000000000000","B626EC1C2BDCB3C523D3616819E76580","7C47DCCC",""
"B0DABACB7B772CAA7F1C3D61647CEE1432E5EE0B","S32FATH.DL$",38147,1,"WIN","00000000000000000000000000000000","3644EEB82DF57C4F9A504A6DC3DF8A43","63D578E5",""
"B0DABACB7B772CAA7F1C3D61647CEE1432E5EE0B","s32fath.dll",38147,1,"WIN","00000000000000000000000000000000","3644EEB82DF57C4F9A504A6DC3DF8A43","63D578E5",""
"B1F8C4B008A5F04E4429BC0314CF359577B6F27D","USHELLHK.DL$",9954,1,"WIN","00000000000000000000000000000000","7C5EF3F640B093E3B659F5AE4DD74A63","C888F014",""
"B1F8C4B008A5F04E4429BC0314CF359577B6F27D","ushellhk.dll",9954,1,"WIN","00000000000000000000000000000000","7C5EF3F640B093E3B659F5AE4DD74A63","C888F014",""
"B39AA57144A5C9AC75F98A83E3FB4FA20777096C","README.TXT",33373,1,"WIN","00000000000000000000000000000000","3C30B38ED7B13EBD9CFC4F633761D264","8D78B5AE",""
"B592F3F01229437D7F0692924D8B62D17EA1AEBD","PIPELINE.DL_",75302,1,"WIN","00000000000000000000000000000000","A4C9F590902484C3544BDC542D72228F","C0ADC2C8",""
"B706B867F2F2D2F2F5CCC51FDEC56B5131AA520E","SI32.EX$",328305,1,"WIN","00000000000000000000000000000000","967D26C0DD6400815DBA8655DAAF3C8C","DAB5BF4D",""
"B706B867F2F2D2F2F5CCC51FDEC56B5131AA520E","si32.exe",328305,1,"WIN","00000000000000000000000000000000","967D26C0DD6400815DBA8655DAAF3C8C","DAB5BF4D",""
"BA8AB5A0280B953AA97435FF8946CBCBB2755A27","DISK1.ID",2,1,"WIN","00000000000000000000000000000000","81051BCC2CF1BEDF378224B0A93E2877","14A285AC",""
"BA8AB5A0280B953AA97435FF8946CBCBB2755A27","DISK2.ID",2,1,"WIN","00000000000000000000000000000000","81051BCC2CF1BEDF378224B0A93E2877","14A285AC",""
"BD5FD682915E3B35A2F91AC35F7513F6C5155DDD","SYSDOC32.EX$",3809,1,"WIN","00000000000000000000000000000000","654B39403493F9D49AA352018C13E1E1","988266E7",""
"BD5FD682915E3B35A2F91AC35F7513F6C5155DDD","sysdoc32.exe",3809,1,"WIN","00000000000000000000000000000000","654B39403493F9D49AA352018C13E1E1","988266E7",""
"BDA3F33886FFC37A3A43FDD0D9B4F5445DC29FF1","NULIVEL.EX$",11822,1,"WIN","00000000000000000000000000000000","F097E2CEEED17BCBF0F36B1143F14438","533AEAAD",""
"BDA3F33886FFC37A3A43FDD0D9B4F5445DC29FF1","nulivel.exe",11822,1,"WIN","00000000000000000000000000000000","F097E2CEEED17BCBF0F36B1143F14438","533AEAAD",""
"BE41C2084B7F58162D26DF81CB0EE2BB1458A761","siwdll32.dll",83456,1,"WIN","00000000000000000000000000000000","AB3ECE7B04139CEF75C92CCDFCBA322E","F684DE6C",""
"C108F24F8B552220B3A6B29027E18B98595D1330","SRVEXT.DL$",15135,1,"WIN","00000000000000000000000000000000","EFCA685D606342E75191D06616D2D42F","FE70B04D",""
"C108F24F8B552220B3A6B29027E18B98595D1330","srvext.dll",15135,1,"WIN","00000000000000000000000000000000","EFCA685D606342E75191D06616D2D42F","FE70B04D",""
"C2C9B789EF1B7E41647091BAB0F28B0F35F682E3","END-USER.TX_",2930,1,"WIN","00000000000000000000000000000000","599418371791DD8D1C7E509E1116F503","4148A10C",""
"C491D483AB0A432EEE08074922E5E94919D73CBF","UEBMP32.DL$",56020,1,"WIN","00000000000000000000000000000000","21A2B862DB7FC64B19347C026DB311E3","E6B4F0C9",""
"C491D483AB0A432EEE08074922E5E94919D73CBF","uebmp32.dll",56020,1,"WIN","00000000000000000000000000000000","21A2B862DB7FC64B19347C026DB311E3","E6B4F0C9",""
"C98B442B2DF9C25628207BB1509218A1991BE71B","LIVEUPDT.Z",398245,1,"WIN","00000000000000000000000000000000","E58E6090861EAC88C93517232CB37D4D","1713F217",""
"CA06CA1734C357A4DBC1E4BB993EDF7000F7B8F4","WATERFAL.BM$",44370,1,"WIN","00000000000000000000000000000000","7EC1EB25FA82866F03E2EB32A6FD00C7","9BB15332",""
"CA06CA1734C357A4DBC1E4BB993EDF7000F7B8F4","waterfal.bm!",44370,1,"WIN","00000000000000000000000000000000","7EC1EB25FA82866F03E2EB32A6FD00C7","9BB15332",""
"D21031EF5767085D419B5730203FE7611ECD7789","S32MAILH.DL$",4194,1,"WIN","00000000000000000000000000000000","BEBEBA5BEEF8CD388839AAD2E93D997B","D9319ABF",""
"D21031EF5767085D419B5730203FE7611ECD7789","s32mailh.dll",4194,1,"WIN","00000000000000000000000000000000","BEBEBA5BEEF8CD388839AAD2E93D997B","D9319ABF",""
"D39D7CFF55B195308CA09206EBF7337CA52C7543","NDDENGNT.DL$",43110,1,"WIN","00000000000000000000000000000000","A8EA54496088CB79E0BB1687B3DD9986","48431582",""
"D39D7CFF55B195308CA09206EBF7337CA52C7543","nddengnt.dll",43110,1,"WIN","00000000000000000000000000000000","A8EA54496088CB79E0BB1687B3DD9986","48431582",""
"D534F9E40DEDA0581140559DD70940DC22A41F1C","SDOBJS.DL$",44932,1,"WIN","00000000000000000000000000000000","86A857B4AF07A27F4E74BBD4C6F6D4A8","7870227E",""
"D534F9E40DEDA0581140559DD70940DC22A41F1C","sdobjs.dll",44932,1,"WIN","00000000000000000000000000000000","86A857B4AF07A27F4E74BBD4C6F6D4A8","7870227E",""
"D7D52DAC0F12FAFDB8E2333BB8814BBFA1FD67C5","pipeline.in!",474,1,"WIN","00000000000000000000000000000000","90709B643DDD3E8F54E42A3B47F5D1F0","30A4D52D",""
"D8C71E5322BD848779E4E8CE17EFA3DC37AD9598","INFODESK.CNT",1045,1,"WIN","00000000000000000000000000000000","86D3A581880886FD5770DEB936AEDDDF","B2096F33",""
"DA674EAF3840490E4A1AAD20B1E2EEA9D6694354","DISKS.IN_",4499,1,"WIN","00000000000000000000000000000000","129EC2B355FDF25FEEE07695F3BAC669","3E577827",""
"DBB892F39F09AECB05EA8FCB0724416978150DD3","UE32.HLP",31510,1,"WIN","00000000000000000000000000000000","A9A746949A737323F496D0D07C5E1DEB","4ABAF051",""
"DD85F9A7B5E8BB9A7CD28AC170548E3DDF44F632","SLATE.BM$",49676,1,"WIN","00000000000000000000000000000000","416A5AF8E74397F0D50F0C917F8A9A03","92FA13F0",""
"DD85F9A7B5E8BB9A7CD28AC170548E3DDF44F632","slate.bm!",49676,1,"WIN","00000000000000000000000000000000","416A5AF8E74397F0D50F0C917F8A9A03","92FA13F0",""
"DECCB78ABB2942EC8DA7A9C573CFB24F0892FD4A","AUTORUN.IFF",31,1,"WIN","00000000000000000000000000000000","BC9484527236D2026B925E649991BA7C","F018E0DB",""
"E1BFD8E3A7B584A8E83C218B2F5544725EC4C59E","S32DMAPH.DL$",17504,1,"WIN","00000000000000000000000000000000","04129320AB7C783F37430FC4FD0057E0","00578FDF",""
"E1BFD8E3A7B584A8E83C218B2F5544725EC4C59E","s32dmaph.dll",17504,1,"WIN","00000000000000000000000000000000","04129320AB7C783F37430FC4FD0057E0","00578FDF",""
"E2087B2CE1A2956217C204901115A16A73BED441","UNPROTCT.RE$",253,1,"WIN","00000000000000000000000000000000","CF560DFF53A85F3F175779D5321BB8B7","EEE797D4",""
"E2087B2CE1A2956217C204901115A16A73BED441","unprotct.re!",253,1,"WIN","00000000000000000000000000000000","CF560DFF53A85F3F175779D5321BB8B7","EEE797D4",""
"E30589A2F3730D6F909DDBC57A3F950CD3501460","mailbusi.ct!",2243,1,"WIN","00000000000000000000000000000000","96BC2C3589A77ABF72E48A8B475C8BE7","0401A88A",""
"E4178E15415C709F104D300AB04B34CBE8E776F0","SETUP.EXE",44928,1,"WIN","00000000000000000000000000000000","3AAFEAFB35AA81BB1BEC362830244684","432F6EB9",""
"E923FD5F12856D62401CAF811D24027528579C08","CIS.TXT",3986,1,"WIN","00000000000000000000000000000000","B7972C99CF3230074082088DE3079A6D","D363D30C",""
"E9F9F324254CDC769C6DD8800822B77EC9F0418F","pipeline.dll",141312,1,"WIN","00000000000000000000000000000000","4C3F4EF4FE9D228D4DE90D8BDF14EF6E","5644F821",""
"EC9A493BBBA194D81720B6B344BE42DA08905C3B","USHELLEX.DL$",148434,1,"WIN","00000000000000000000000000000000","E05618FAF8BABA0ED60182F8AB02E752","01951FDD",""
"EC9A493BBBA194D81720B6B344BE42DA08905C3B","ushellex.dll",148434,1,"WIN","00000000000000000000000000000000","E05618FAF8BABA0ED60182F8AB02E752","01951FDD",""
"ED4E6D74D14463D2DB5F7635FCD1C473A2BAB516","METAL_P.BM$",76646,1,"WIN","00000000000000000000000000000000","8A61706E4DB18F89EF17FEE58913EA41","DF0BF297",""
"ED4E6D74D14463D2DB5F7635FCD1C473A2BAB516","metal_p.bm!",76646,1,"WIN","00000000000000000000000000000000","8A61706E4DB18F89EF17FEE58913EA41","DF0BF297",""
"EEFAE73A8F832183F815658A5DFCDFEDDAC5FFF4","DISKS.INF",300,1,"WIN","00000000000000000000000000000000","A253CA65AC5097FF44022A26F6AEADE7","7DFF826C",""
"F027405B54E5C7A30AAD0297542AFFC82C919B35","disks.in!",15318,1,"WIN","00000000000000000000000000000000","38AB8E201CE947AAD7B271A0E47F4FC5","6A198DD4",""
"F2E8C28F66680F943C3D7246B941B0FA469F0964","UE32.EX$",219821,1,"WIN","00000000000000000000000000000000","B5F2A258FA0FD0E5C379F919A42FDC8C","DEF80A20",""
"F2E8C28F66680F943C3D7246B941B0FA469F0964","ue32.exe",219821,1,"WIN","00000000000000000000000000000000","B5F2A258FA0FD0E5C379F919A42FDC8C","DEF80A20",""
"F36A42DC5151FDC6FA6C1EEC104C7E85DADBBE41","SI32.HLP",77312,1,"WIN","00000000000000000000000000000000","530D078F239FF72446B8A80A7F58940F","B24A1634",""
"F84BCF236193449541D6ACDB768FCB33440F5798","_INST32I.EX_",320276,1,"WIN","00000000000000000000000000000000","737F5769046FEAB6F54337EFADB84174","7B889722",""
"F84BCF236193449541D6ACDB768FCB33440F5798","_inst32i.exe",320276,1,"WIN","00000000000000000000000000000000","737F5769046FEAB6F54337EFADB84174","7B889722",""
"F877FBA88321D72B0994138B1F567D956CA9FBC8","MARBLE_B.BM$",47894,1,"WIN","00000000000000000000000000000000","27F42C3DCA8C908B784630D8FADC4E15","B68A84F8",""
"F877FBA88321D72B0994138B1F567D956CA9FBC8","marble_b.bm!",47894,1,"WIN","00000000000000000000000000000000","27F42C3DCA8C908B784630D8FADC4E15","B68A84F8",""
"FA5C795ADFBD90AC140F57C0AB6C5E7D8801564C","SETUP.EXE",42496,1,"WIN","00000000000000000000000000000000","920E95F339D94F87C109BB970C3C70D2","9ED35ACC",""
"FAA64258D69C84DD629FD822AFB257119E9147DD","SIWNUNT.DL$",445760,1,"WIN","00000000000000000000000000000000","9C470B83F8026035D824001C8D032630","AB440031",""
"FAA64258D69C84DD629FD822AFB257119E9147DD","siwnunt.dll",445760,1,"WIN","00000000000000000000000000000000","9C470B83F8026035D824001C8D032630","AB440031",""
"FE96BD82D167F50CB8CD9C9A32D72B77F45F8002","_ISDEL.EXE",8192,1,"WIN","00000000000000000000000000000000","C3200E3277AEF0E5D150D797AA62D55F","DB6FF40D",""
"FF5447B6AE0FF74D9B9EA13EE73CCF81EC7923EE","CSH.DL_",26226,1,"WIN","00000000000000000000000000000000","0D67D003274849F6185B9D149E3C68B3","BF7ED055",""
"FFF90F1CFB81A3FF0DA94B24B43E47A09C8BC135","SETUP.PKG",499,1,"WIN","00000000000000000000000000000000","045968346D26CF09779B2256A5E6EFB3","204E3066",""
